行政區,street、road、section,lane,alley
新店區,新和街,６６巷,１弄
新店區,新和街,６６巷,２弄
新店區,新和街,９３巷,
新店區,新和街,９３巷,１６弄
新店區,新和街,９３巷,６弄
新店區,新坡一街,,
新店區,新坡一街,１８巷,１弄
新店區,新坡一街,１８巷,２弄
新店區,新坡一街,１８巷,３弄
新店區,新坡一街,１８巷,４弄
新店區,新坡一街,１８巷,５弄
新店區,新坡一街,１８巷,６弄
新店區,新坡一街,１８巷,７弄
新店區,新坡一街,１８巷,８弄
新店區,新店後街,,
新店區,新店後街,２巷,
新店區,新店路,,
新店區,新明街,,
新店區,新明街,１２巷,
新店區,新明街,２６巷,
新店區,新潭路一段,,
新店區,新潭路一段,１２０巷,
新店區,新潭路一段,１２０巷,１８弄
新店區,新潭路一段,１４０巷,
新店區,新潭路一段,１６０巷,
新店區,新潭路一段,１８巷,
新店區,新潭路一段,２２巷,
新店區,新潭路一段,３９巷,
新店區,新潭路一段,５０巷,
新店區,新潭路一段,６巷,
新店區,新潭路一段,６巷,２弄
新店區,新潭路三段,,
新店區,新潭路三段,１巷,
新店區,新潭路三段,１１２巷,
新店區,新潭路三段,１２１巷,
新店區,新潭路三段,１６０巷,
新店區,新潭路三段,２１５巷,
新店區,新潭路三段,２１５巷,２８弄
新店區,新潭路三段,２３１巷,
新店區,新潭路三段,２４巷,
新店區,新潭路三段,４１巷,
新店區,新潭路三段,４５巷,
新店區,新潭路三段,８０巷,
新店區,新潭路三段,８０巷,４８弄
新店區,新潭路三段,８０巷,６０弄
新店區,新潭路三段,８１巷,
新店區,新潭路二段,,
新店區,新潭路二段,１４０巷,
新店區,新潭路二段,１７５巷,
新店區,新潭路二段,１９０巷,
新店區,新潭路二段,６２巷,
新店區,新潭路二段,６２巷,１１弄
新店區,新潭路二段,６２巷,２１弄
新店區,新烏路一段,,
新店區,新烏路一段,１０巷,
新店區,新烏路一段,１０５巷,
新店區,新烏路一段,１１巷,
新店區,新烏路一段,１１巷,１弄
新店區,新烏路一段,１７巷,
新店區,新烏路一段,２６巷,
新店區,新烏路一段,４６巷,
新店區,新烏路一段,８５巷,
新店區,新烏路一段,８７巷,
新店區,新烏路三段,,
新店區,新烏路三段,寶島巷,
新店區,新烏路三段,寶島巷,２弄
新店區,新烏路三段,１６５巷,
新店區,新烏路三段,１９６巷,
新店區,新烏路三段,２２０巷,
新店區,新烏路三段,２３０巷,
新店區,新烏路三段,２６８巷,
新店區,新烏路三段,２９０巷,
新店區,新烏路三段,３４０巷,
新店區,新烏路三段,９９巷,
新店區,新烏路二段,,
新店區,新烏路二段,１９８巷,２弄
新店區,新烏路二段,１９８巷,４弄
新店區,新烏路二段,２００巷,
新店區,新烏路二段,３６９巷,
新店區,新烏路二段,３９１巷,
新店區,新烏路二段,４１９巷,
新店區,新烏路二段,５０巷,
新店區,新烏路二段,５０巷,１２弄
新店區,新烏路二段,５０巷,１８弄
新店區,新生街,,
新店區,新生街,１０巷,
新店區,新生街,１３巷,
新店區,新生街,１３巷,１２弄
新店區,新生街,１３巷,２８弄
新店區,新生街,１８巷,
新店區,新生街,２０巷,
新店區,新生街,２７巷,
新店區,新生街,３巷,
新店區,新生街,５巷,
新店區,新祥街,,
新店區,日月街,,
新店區,明山路,,
新店區,明山路,１巷,
新店區,明山路,１巷,９弄
新店區,明山路,２巷,
新店區,明山路,２４巷,
新店區,明德路,,
新店區,明德路,１０９巷,
新店區,明德路,１０９巷,１０弄
新店區,明德路,２６巷,
新店區,明德路,６１巷,
新店區,明德路,６３巷,
新店區,明德路,６５巷,
新店區,明德路,６７巷,
新店區,明德路,６９巷,
新店區,明德路,７５巷,
新店區,明德路,８１巷,
新店區,松林路,,
新店區,松林路,１４巷,
新店區,松林路,１６巷,
新店區,松林路,４１巷,
新店區,松林路,４３巷,
新店區,柴埕路,,
新店區,柴埕路,２０巷,
新店區,柴埕路,２２巷,
新店區,柴埕路,３６巷,
新店區,柴埕路,５２巷,
新店區,柴埕路,６０巷,
新店區,桂山路,,
新店區,桂山路,１００巷,
新店區,桂山路,１７１巷,
新店區,桂山路,１７１巷,３５弄
新店區,桂山路,１７１巷,７弄
新店區,桂山路,１７３巷,
新店區,桂山路,１９７巷,
新店區,桂山路,２９巷,
新店區,桂山路,５１巷,
新店區,桂山路,６１巷,
新店區,桂山路,６１巷,３２弄
新店區,桂山路,６８巷,
新店區,桂山路,７１巷,
新店區,桂山路,８１巷,
新店區,桃李一路,,
新店區,桃李二路,,
新店區,梅崗一路,,
新店區,梅崗三路,,
新店區,梅花一路,,
新店區,橘園一路,,
新店區,檳榔路,,
新店區,檳榔路,１１０巷,
新店區,檳榔路,１９巷,
新店區,檳榔路,２２巷,
新店區,檳榔路,２９巷,
新店區,檳榔路,２９巷,１弄
新店區,檳榔路,３５巷,
新店區,檳榔路,３６巷,
新店區,檳榔路,４１巷,
新店區,檳榔路,４３巷,
新店區,檳榔路,５巷,
新店區,檳榔路,５３巷,
新店區,檳榔路,７２巷,
新店區,檳榔路,８６巷,
新店區,檳榔路,９６巷,
新店區,櫻花街,,
新店區,櫻花街,１６巷,
新店區,櫻花街,１６巷,６弄
新店區,櫻花街,５５巷,
新店區,櫻花街,７巷,
新店區,民族路,,
新店區,民族路,１６０巷,
新店區,民族路,４８巷,
新店區,民族路,４８巷,９弄
新店區,民族路,６２巷,
新店區,民族路,８３巷,
新店區,民權路,,
新店區,民權路,１１巷,
新店區,民權路,１２２巷,
新店區,民權路,１２７巷,
新店區,民權路,１３０巷,
新店區,民權路,１８６巷,
新店區,民權路,３６巷,
新店區,民權路,４２巷,
新店區,民權路,４２巷,３０弄
新店區,民權路,４２巷,４７弄
新店區,民權路,４２巷,５４弄
新店區,民權路,４２巷,５９弄
新店區,民權路,４２巷,６弄
新店區,民權路,９０巷,
新店區,民生路,,
新店區,民生路,１４５巷,
新店區,民生路,１４７巷,
新店區,民生路,１４９巷,
新店區,民生路,１５６巷,
新店區,民生路,１５８巷,
新店區,民生路,５５巷,
新店區,民生路,７５巷,
新店區,永安街,,
新店區,永安街,１０９巷,
新店區,永安街,２０巷,
新店區,永安街,２６巷,
新店區,永安街,３４巷,
新店區,永安街,５巷,
新店區,永安街,５巷,８弄
新店區,永安街,５１巷,
新店區,永安街,５６巷,
新店區,永安街,５６巷,８弄
新店區,永安街,６１巷,
新店區,永安街,６２巷,
新店區,永安街,６３巷,
新店區,永安街,６８巷,
新店區,永安街,７４巷,
新店區,永安街,７５巷,
新店區,永安街,８０巷,
新店區,永安街,８３巷,
新店區,永安街,８３巷,１７弄
新店區,永安街,８３巷,３弄
新店區,永安街,９２巷,
新店區,永安街,９４巷,
新店區,永平街,,
新店區,永平街,１６巷,
新店區,永平街,２３巷,
新店區,永平街,２５巷,
新店區,永平街,３７巷,
新店區,永平街,５１巷,
新店區,永平街,５３巷,
新店區,永平街,６９巷,
新店區,永平街,７７巷,
新店區,永平街,８３巷,
新店區,永新街,,
新店區,永新街,１９巷,
新店區,永業路,,
新店區,永業路,１４巷,
新店區,永業路,２２巷,
新店區,永業路,２６巷,
新店區,永業路,３１巷,
新店區,永業路,３３巷,
新店區,永業路,４巷,
新店區,永業路,４９巷,
新店區,永業路,５巷,
新店區,永業路,５１巷,
新店區,永業路,８１巷,
新店區,永業路,８１巷,１弄
新店區,永業路,８１巷,１１弄
新店區,永業路,８１巷,１３弄
新店區,永業路,８１巷,３弄
新店區,永業路,８１巷,５弄
新店區,永業路,８１巷,７弄
新店區,永業路,８１巷,９弄
新店區,永福路,,
新店區,永興路,,
新店區,永華街,,
新店區,永華街,３３巷,
新店區,涵碧路,,
新店區,湖子內路,,
新店區,湖興路,,
新店區,溪園路,,
新店區,溪園路,１０１巷,１７弄
新店區,溪園路,４３巷,
新店區,溪園路,７７巷,
新店區,溪洲路,,
新店區,溪洲路,６巷,
新店區,溪洲路,８巷,
新店區,灣潭路,,
新店區,玉山路,,
新店區,玫瑰路,,
新店區,玫瑰路,４５巷,
新店區,玫瑰路,４７巷,
新店區,玫瑰路,４９巷,
新店區,玫瑰路,５１巷,
新店區,玫瑰路,５３巷,
新店區,玫瑰路,５５巷,
新店區,玫瑰路,５７巷,
新店區,玫瑰路,５８巷,
新店區,玫瑰路,５９巷,
新店區,玫瑰路,６０巷,
新店區,玫瑰路,６１巷,
新店區,玫瑰路,６２巷,
新店區,玫瑰路,６４巷,
新店區,玫瑰路,６６巷,
新店區,環河路,,
新店區,環河路,１１４巷,
新店區,環河路,１９巷,
新店區,環河路,１９巷,２弄
新店區,環河路,１９巷,３弄
新店區,環河路,１９巷,７弄
新店區,環河路,２９巷,
新店區,環河路,３巷,
新店區,環河路,４４巷,
新店區,環河路,４４巷,１弄
新店區,環河路,８０巷,
新店區,環湖路,,
新店區,百忍街,,
新店區,百忍街,１０巷,
新店區,百忍街,１７巷,
新店區,百忍街,２９巷,２弄
新店區,百忍街,２９巷,３弄
新店區,百忍街,４２巷,
新店區,百忍街,４３巷,１弄
新店區,百忍街,４３巷,２弄
新店區,百忍街,４３巷,３弄
新店區,百忍街,４３巷,４弄
新店區,百忍街,５０巷,
新店區,百忍街,５０巷,２弄
新店區,百忍街,５０巷,４弄
新店區,百忍街,６６巷,
新店區,百忍街,９巷,
新店區,百齡一路,,
新店區,百齡二路,,
新店區,直潭一街,,
新店區,直潭七街,,
新店區,直潭三街,,
新店區,直潭九街,,
新店區,直潭二街,,
新店區,直潭五街,,
新店區,直潭八街,,
新店區,直潭六街,,
新店區,直潭十街,,
新店區,直潭四街,,
新店區,直潭路,,
新店區,碧安街,,
新店區,碧安街,１１巷,
新店區,碧安街,１３巷,
新店區,碧安街,１５巷,
新店區,碧安街,６巷,
新店區,碧安街,７巷,
新店區,碧安街,９巷,
新店區,碧潭路,,
新店區,碧潭路,７７巷,
新店區,祥和路,,
新店區,福園街,,
新店區,福園街,１０巷,
新店區,福園街,１２巷,
新店區,福園街,１４巷,
新店區,福園街,１７巷,
新店區,福園街,１９巷,
新店區,福園街,２１巷,
新店區,福園街,２３巷,
新店區,福園街,５巷,
新店區,福園街,６巷,
新店區,福園街,８巷,
新店區,禾和一街,,
新店區,禾豐一路,,
新店區,禾豐一路,８巷,
新店區,禾豐七路,,
新店區,禾豐七路,１１３巷,
新店區,禾豐七路,１１３巷,３０弄
新店區,禾豐七路,１２７巷,
新店區,禾豐七路,１３６巷,
新店區,禾豐七路,１３６巷,２６弄
新店區,禾豐七路,１５０巷,
新店區,禾豐七路,３巷,
新店區,禾豐七路,７巷,
新店區,禾豐七路,８巷,
新店區,禾豐三路,,
新店區,禾豐三路,３巷,
新店區,禾豐九路,,
新店區,禾豐九路,２５巷,
新店區,禾豐二路,,
新店區,禾豐二路,１７巷,
新店區,禾豐二路,２巷,
新店區,禾豐二路,３９巷,
新店區,禾豐二路,６２巷,
新店區,禾豐二路,９４巷,
新店區,禾豐五路,,
新店區,禾豐五路,２巷,
新店區,禾豐五路,３５巷,
新店區,禾豐六路,,
新店區,禾豐六路,１７巷,
新店區,禾豐六路,１９巷,
新店區,禾豐六路,２巷,
新店區,禾豐十一路,,
新店區,秀山路,,
新店區,秀山路,１１巷,
新店區,秀山路,１１巷,１２弄
新店區,秀山路,１１巷,１８弄
新店區,秀山路,１１巷,２０弄
新店區,秀山路,１１巷,２６弄
新店區,秀山路,２３巷,
新店區,秀山路,２６巷,
新店區,秀山路,４５巷,
新店區,秀岡三街,,
新店區,秀岡三街,１２巷,
新店區,秀岡三街,１２巷,１４弄
新店區,秀岡三街,２７巷,
新店區,秀岡三街,７巷,
新店區,秀岡二街,,
新店區,秀岡二街,１６巷,
新店區,秀岡二街,８巷,
新店區,秀岡五街,,
新店區,秀岡五街,２巷,
新店區,秀岡六街一段,,
新店區,秀峯路,,
新店區,秀峯路,７５巷,
新店區,秀水路,,
新店區,秀水路,３３巷,
新店區,秀水路,６巷,
新店區,竹林路,,
新店區,竹林路,２巷,
新店區,竹林路,２巷,２７弄
新店區,竹林路,２巷,２９弄
新店區,竹林路,２巷,３４弄
新店區,竹林路,２巷,３６弄
新店區,竹林路,２５巷,
新店區,竹林路,２５巷,１弄
新店區,竹林路,２６巷,
新店區,竹林路,３０巷,
新店區,竹林路,６１巷,
新店區,竹林路,７２巷,
新店區,竹林路,８７巷,
新店區,竹林路,９７巷,
新店區,精忠路,,
新店區,翠峯路,,
新店區,翠峯路,５５巷,
新店區,翠峯路,６０巷,
新店區,翠峯路,７０巷,
新店區,翠峯路,７２巷,
新店區,翠峯路,８５巷,
新店區,能仁街,,
新店區,自強路,,
新店區,自強路,１０６巷,
新店區,自強路,１９巷,
新店區,自強路,２１巷,
新店區,自強路,２３巷,
新店區,自強路,２４３巷,
新店區,自強路,５５巷,
新店區,自強路,７４巷,
新店區,自由街,,
新店區,自立街,,
新店區,自立街,１３０巷,
新店區,自立街,１３２巷,
新店區,自立街,１３４巷,
新店區,自立街,３９巷,
新店區,自立街,４５巷,
新店區,花園一路一段,,
新店區,花園一路三段,,
新店區,花園一路三段,５２巷,
新店區,花園一路二段,,
新店區,花園一路四段,,
新店區,花園七路,,
新店區,花園七路一段,,
新店區,花園七路一段,１６巷,
新店區,花園二路一段,,
新店區,花園二路三段,,
新店區,花園二路二段,,
新店區,花園五路一段,,
新店區,花園五路一段,２巷,
新店區,花園五路二段,,
新店區,花園六路,,
新店區,花園六路三段,,
新店區,花園六路二段,,
新店區,花園十二路,,
新店區,花園十路一段,,
新店區,花園十路二段,,
新店區,莒光路,,
新店區,莒光路,２２巷,
新店區,莒光路,３８巷,
新店區,莒光路,３８巷,２弄
新店區,莒光路,４４巷,２１弄
新店區,莒光路,６１巷,
新店區,莒光路,８５巷,
新店區,莒光路,８７巷,
新店區,華中街,,
新店區,華中街,１７巷,
新店區,華中街,１９巷,
新店區,華中街,２１巷,
新店區,華中街,４７巷,
新店區,華城一路,,
新店區,華城一路,１巷,
新店區,華城一路,２之１巷,
新店區,華城一路,２巷,
新店區,華城一路,６巷,
新店區,華城一路,８巷,
新店區,華城三路,,
新店區,華城三路,１巷,
新店區,華城三路,１１巷,
新店區,華城三路,２巷,
新店區,華城三路,５巷,
新店區,華城三路,６巷,
新店區,華城三路,７巷,
新店區,華城三路,９巷,
新店區,華城三路,９巷,２弄
新店區,華城二路,,
新店區,華城二路,１巷,
新店區,華城二路,１２巷,
新店區,華城二路,２巷,
新店區,華城二路,２巷,２弄
新店區,華城二路,２巷,６弄
新店區,華城二路,２巷,８弄
新店區,華城二路,３巷,
新店區,華城二路,５巷,
新店區,華城二路,６巷,
新店區,華城二路,７巷,
新店區,華城二路,８巷,
新店區,華城六街,,
新店區,華城六街,１２２巷,
新店區,華城六街,１３３巷,
新店區,華城六街,１３５巷,
新店區,華城路,,
新店區,華城路,１０巷,
新店區,華城路,３６巷,
新店區,華城路,７３巷,
新店區,華城路,７７巷,
新店區,華城路,９９巷,
新店區,華潭街,,
新店區,華潭街,１巷,
新店區,華潭街,２６巷,１弄
新店區,華潭街,２６巷,３弄
新店區,華興街,,
新店區,華興街,１３巷,
新店區,華興街,３８巷,
新店區,薏仁坑路,,
新店區,薏仁坑路,自強巷,
新店區,蘭苑一路,,
新店區,行政街,,
新店區,行政街,１０巷,
新店區,行政街,１２巷,
新店區,行政街,１４巷,
新店區,行政街,１７巷,
新店區,行政街,１９巷,
新店區,行政街,２８巷,
新店區,裕合街,,
新店區,車子路,,
新店區,達觀路,,
新店區,達觀路,１４巷,
新店區,達觀路,２２巷,
新店區,達觀路,８巷,
新店區,郵政路,,
新店區,郵政路,１巷,
新店區,郵政路,２巷,
新店區,郵政路,３巷,
新店區,郵政路,４巷,
新店區,郵政路,５巷,
新店區,金興路,,
新店區,銀河路,,
新店區,銀河路,４５巷,
新店區,錦秀路,,
新店區,錦秀路,１１巷,
新店區,錦秀路,１１巷,９０弄
新店區,錦秀路,１１巷,９２弄
新店區,錦秀路,１１巷,９４弄
新店區,錦秀路,１１巷,９６弄
新店區,錦秀路,２０巷,
新店區,錦秀路,４１巷,
新店區,錦秀路,４９巷,
新店區,錦秀路,５２巷,
新店區,錦秀路,５７巷,
新店區,錦秀路,６０巷,
新店區,錦秀路,６３巷,
新店區,錦秀路,６８巷,
新店區,錦秀路,６９巷,
新店區,錦秀路,７０巷,
新店區,錦秀路,７１巷,
新店區,錦秀路,７２巷,
新店區,錦秀路,７４巷,
新店區,長峯路,,
新店區,長峯路,１０巷,
新店區,長春路,,
新店區,長春路,１１巷,
新店區,長春路,１１０巷,
新店區,長春路,１３巷,
新店區,長春路,１５巷,
新店區,長春路,１６巷,
新店區,長春路,１７巷,
新店區,長春路,１８巷,
新店區,長春路,１９巷,
新店區,長春路,１９１巷,
新店區,長春路,１９３巷,
新店區,長春路,２１巷,
新店區,長春路,４３巷,
新店區,長春路,９巷,
新店區,長興路,,
新店區,雙城路,,
新店區,雙城路,２巷,
新店區,雙城路,２０巷,
新店區,雙城路,４巷,
新店區,雙城路,４０巷,
新店區,雙城路,４１巷,
新店區,雙城路,４３巷,
新店區,雙城路,４５巷,
新店區,雙城路,６０巷,
新店區,雙城路,６０巷,１６弄
新店區,雙峯路,,
新店區,雙峯路,１２１巷,
新店區,雙峯路,３０巷,
新店區,青山路,,
新店區,青山路,１０１巷,
新店區,青山路,１６８巷,
新店區,青山路,２１１巷,
新店區,青山路,２１１巷,１弄
新店區,青山路,２１１巷,２弄
新店區,青山路,２１１巷,２６弄
新店區,青山路,２１１巷,２８弄
新店區,青山路,３９９巷,
新店區,青山路,６９巷,
新店區,青山路,８５巷,
新店區,青山路,８８巷,
新店區,青山路,８８巷,１弄
新店區,青山路,８８巷,１７弄
新店區,青山路,８８巷,２０弄
新店區,青山路,８８巷,２１弄
新店區,青峯路,,
新店區,青峯路,２０巷,
新店區,頂城一街,１巷,
新店區,頂城三街,,
新店區,頂城三街,１２１巷,
新店區,頂城三街,１２１巷,２弄
新店區,頂城三街,１３８巷,
新店區,頂城三街,１３８巷,１弄
新店區,頂城三街,１３８巷,１１弄
新店區,頂城三街,１３８巷,２弄
新店區,頂城三街,３５巷,
新店區,頂城三街,７７巷,
新店區,頂城三街,７７巷,１０弄
新店區,頂城二街,,
新店區,頂城二街,１５巷,
新店區,頂城二街,１６巷,
新店區,頂城二街,３２巷,
新店區,頂城二街,４５巷,
新店區,頂城二街,８１巷,
新店區,頂城五街,,
新店區,頂城五街,５５巷,
新店區,頂城五街,５５巷,１６弄
新店區,頂城五街,５５巷,７弄
新店區,頂城五街,５５巷,８弄
新店區,頂城六街,,
新店區,頂城六街,１６巷,
新店區,頂城六街,２５巷,
新店區,頂石厝路,,
新店區,順安街,,
新店區,順安街,５４巷,
新店區,順德街,,
新店區,黎明路,,
新店區,黎明路,５０巷,
新店區,黎明路,５１巷,
新店區,黎明路,５２巷,
新店區,黎明路,５３巷,
新店區,黎明路,５４巷,
新店區,黎明路,５５巷,
新店區,黎明路,５６巷,
新店區,黎明路,５７巷,
新店區,黎明路,５８巷,
新店區,黎明路,５９巷,
新店區,黎明路,６０巷,
新店區,黎明路,６１巷,
新店區,黎明路,６２巷,
新店區,黎明路,６３巷,
新店區,黎明路,６４巷,
新店區,黎明路,６５巷,
新店區,黎明路,６６巷,
新店區,黎明路,６７巷,
